Date,Open,High,Low,Close
09/26/2022,"111,712.70","111,712.70","109,021.62","109,114.16"
09/23/2022,"114,070.48","114,046.98","110,731.90","111,716.00"
09/22/2022,"111,941.66","114,392.42","111,818.53","114,070.48"
09/21/2022,"112,516.91","113,294.37","111,380.13","111,935.86"
09/20/2022,"111,823.60","112,543.88","111,393.16","112,516.91"
09/19/2022,"109,282.60","111,975.94","108,507.76","111,823.89"
09/16/2022,"109,950.92","109,952.49","108,488.90","109,280.37"
09/15/2022,"110,546.52","111,100.41","109,523.89","109,953.65"
09/14/2022,"110,793.99","111,504.47","110,118.13","110,546.67"
09/13/2022,"113,398.09","113,400.22","110,521.95","110,793.96"
09/12/2022,"112,307.24","114,159.53","112,304.57","113,406.55"
09/09/2022,"109,922.25","112,539.89","109,922.25","112,300.41"
09/08/2022,"109,770.53","110,767.67","108,618.97","109,915.64"
09/06/2022,"112,202.62","112,202.77","109,348.31","109,763.77"
09/05/2022,"110,867.93","112,671.39","110,864.76","112,203.35"
09/02/2022,"110,408.92","112,264.17","110,408.92","110,864.24"
09/01/2022,"109,523.84","110,405.30","108,217.40","110,405.30"
08/31/2022,"110,430.64","111,364.05","109,522.88","109,522.88"
08/30/2022,"112,323.42","112,868.78","110,103.11","110,430.64"
08/29/2022,"112,295.87","113,221.54","111,689.15","112,323.12"
08/26/2022,"113,532.54","114,091.40","111,978.20","112,298.86"
08/25/2022,"112,897.84","114,156.20","112,768.19","113,531.72"
08/24/2022,"112,856.44","113,887.75","112,632.28","112,897.84"
08/23/2022,"110,503.56","112,965.20","110,503.01","112,857.10"
08/22/2022,"111,486.78","111,486.78","109,858.38","110,500.53"
08/19/2022,"113,807.29","113,807.29","111,146.15","111,496.21"
08/18/2022,"113,707.76","114,375.45","113,303.90","113,812.87"
08/17/2022,"113,507.82","114,146.23","112,482.58","113,707.76"
08/16/2022,"113,033.79","113,626.04","112,689.84","113,512.38"
08/15/2022,"112,767.24","113,214.20","111,066.52","113,031.98"
08/12/2022,"109,717.94","112,764.26","109,717.94","112,764.26"
08/11/2022,"110,236.17","111,309.64","109,603.66","109,717.94"
08/10/2022,"108,657.76","110,362.14","108,657.37","110,235.76"
08/09/2022,"108,403.44","109,331.29","107,841.98","108,651.05"
08/08/2022,"106,473.03","108,489.25","106,472.87","108,402.27"
08/05/2022,"105,893.28","107,176.06","105,517.82","106,471.92"
08/04/2022,"103,776.71","106,161.56","103,776.71","105,892.22"
08/03/2022,"103,361.89","103,878.29","102,822.02","103,774.68"
08/02/2022,"102,225.08","103,659.68","101,693.98","103,361.70"
08/01/2022,"103,164.69","103,317.48","101,764.38","102,225.08"
07/29/2022,"102,596.66","103,989.47","102,514.25","103,164.69"
07/28/2022,"101,436.76","102,685.67","101,044.69","102,596.66"
07/27/2022,"99,773.04","101,471.00","99,771.55","101,437.96"
07/26/2022,"100,269.85","100,753.40","99,364.79","99,771.69"
07/25/2022,"98,926.28","100,508.09","98,925.16","100,269.85"
07/22/2022,"99,034.04","99,724.23","98,321.23","98,924.82"
07/21/2022,"98,286.46","99,056.79","97,087.62","99,033.17"
07/20/2022,"98,243.69","98,365.79","97,277.15","98,286.83"
07/19/2022,"96,919.84","98,346.17","96,917.30","98,244.80"
07/18/2022,"96,552.61","98,291.10","96,552.61","96,916.13"
07/15/2022,"96,119.24","96,970.67","95,266.94","96,551.00"
07/14/2022,"97,878.55","97,878.55","95,430.74","96,120.85"
07/13/2022,"98,257.94","98,928.24","97,402.99","97,881.16"
07/12/2022,"98,212.46","98,736.56","97,253.19","98,271.21"
07/11/2022,"100,282.06","100,282.06","97,854.22","98,212.46"
07/08/2022,"100,731.54","101,576.67","99,958.49","100,288.94"
07/07/2022,"98,721.51","101,420.24","98,721.51","100,729.72"
07/06/2022,"98,293.68","99,141.21","97,423.43","98,718.98"
07/05/2022,"98,607.57","98,607.87","96,499.42","98,294.64"
07/04/2022,"98,951.96","99,353.06","98,264.28","98,608.76"
07/01/2022,"98,542.10","99,339.57","97,231.18","98,953.90"
06/30/2022,"99,619.06","99,619.06","97,758.43","98,541.95"
06/29/2022,"100,592.38","101,313.08","99,218.13","99,621.58"
06/28/2022,"100,765.65","102,237.09","99,956.21","100,591.41"
06/27/2022,"98,672.99","101,106.14","98,672.44","100,763.60"
06/24/2022,"98,081.36","99,312.74","98,031.10","98,672.26"
06/23/2022,"99,523.39","100,231.96","97,775.07","98,080.34"
06/22/2022,"99,678.00","100,373.69","98,050.02","99,522.32"
06/21/2022,"99,853.86","101,068.71","99,166.54","99,684.50"
06/20/2022,"99,824.25","100,481.11","98,408.88","99,852.67"
06/17/2022,"102,800.01","102,800.87","98,401.73","99,824.94"
06/15/2022,"102,067.88","103,951.95","102,046.47","102,806.82"
06/14/2022,"102,598.18","103,327.73","101,325.28","102,063.25"
06/13/2022,"105,476.39","105,478.15","101,699.55","102,598.18"
06/10/2022,"107,091.09","107,092.37","104,647.59","105,481.23"
06/09/2022,"108,367.33","108,510.31","107,067.62","107,093.71"
06/08/2022,"110,066.83","110,142.34","108,045.38","108,367.67"
06/07/2022,"110,185.18","110,435.02","109,393.54","110,069.76"
06/06/2022,"111,102.32","111,934.78","110,015.20","110,185.91"
06/03/2022,"112,391.83","112,391.83","110,935.15","111,102.32"
06/02/2022,"111,363.07","112,708.96","111,218.20","112,392.91"
06/01/2022,"111,350.51","111,930.89","110,821.51","111,359.94"
05/31/2022,"111,035.69","111,902.64","110,685.49","111,350.51"
05/30/2022,"111,943.81","112,690.15","110,655.46","111,032.11"
05/27/2022,"111,889.88","112,440.80","111,558.24","111,941.68"
05/26/2022,"110,577.27","112,101.51","110,388.48","111,889.88"
05/25/2022,"110,579.87","111,006.05","109,699.18","110,579.81"
05/24/2022,"110,340.07","110,635.27","108,399.23","110,580.79"
05/23/2022,"108,499.83","110,679.60","108,499.83","110,345.82"
05/20/2022,"107,056.05","108,794.63","107,056.05","108,487.88"
05/19/2022,"106,248.98","107,420.34","105,760.05","107,005.22"
05/18/2022,"108,788.23","108,923.44","106,038.40","106,247.15"
05/17/2022,"108,246.23","109,773.99","108,244.60","108,789.33"
05/16/2022,"107,639.35","108,794.91","106,851.58","108,232.74"
05/13/2022,"105,690.55","107,772.82","105,690.55","106,924.18"
05/12/2022,"104,395.45","105,707.56","103,578.58","105,687.64"
05/11/2022,"103,109.94","105,374.25","103,007.59","104,396.90"
05/10/2022,"103,251.12","104,286.27","102,386.18","103,109.94"
05/09/2022,"105,109.06","105,109.06","102,768.18","103,250.02"
05/06/2022,"105,302.72","106,267.57","103,984.11","105,134.73"
05/05/2022,"108,336.81","108,336.81","103,923.27","105,304.19"
05/04/2022,"106,529.39","108,381.76","104,932.97","108,343.74"
05/03/2022,"106,639.85","107,126.69","106,033.06","106,528.09"
05/02/2022,"107,876.15","107,883.84","105,218.19","106,638.64"
04/29/2022,"109,922.03","111,819.21","107,876.16","107,876.16"
04/28/2022,"109,349.00","110,701.66","108,905.49","109,918.97"
04/27/2022,"108,214.13","110,701.48","108,214.13","109,349.37"
04/26/2022,"110,684.23","110,684.95","107,977.70","108,212.86"
04/25/2022,"111,076.85","111,155.01","109,221.87","110,684.95"
04/22/2022,"114,343.30","114,343.30","110,590.55","111,077.51"
04/20/2022,"115,056.66","115,056.66","113,945.48","114,343.78"
04/19/2022,"115,686.95","115,686.95","114,277.16","115,056.66"
04/18/2022,"116,181.61","116,190.97","115,176.64","115,687.25"
04/14/2022,"116,781.12","116,781.12","115,623.52","116,181.61"
04/13/2022,"116,149.68","117,329.40","116,149.68","116,781.96"
04/12/2022,"116,963.38","118,615.38","116,054.40","116,146.86"
04/11/2022,"118,320.39","118,320.39","116,952.85","116,952.85"
04/08/2022,"118,861.49","118,868.33","117,486.61","118,322.26"
04/07/2022,"118,226.04","119,247.25","117,508.58","118,862.12"
04/06/2022,"118,885.26","118,885.26","116,790.60","118,227.75"
04/05/2022,"121,279.33","121,628.22","118,793.87","118,885.15"
04/04/2022,"121,569.05","121,570.09","120,753.69","121,279.51"
04/01/2022,"120,001.02","121,578.84","120,001.02","121,570.15"
03/31/2022,"120,260.59","120,879.66","119,999.23","119,999.23"
03/30/2022,"120,013.36","120,531.15","119,775.24","120,259.76"
03/29/2022,"118,739.60","120,900.02","118,739.60","120,014.17"
03/28/2022,"119,082.27","119,444.42","118,060.65","118,737.78"
03/25/2022,"119,062.13","119,728.70","118,548.49","119,081.13"
03/24/2022,"117,460.30","119,256.41","117,150.79","119,052.91"
03/23/2022,"117,269.91","118,269.79","117,036.14","117,457.34"
03/22/2022,"116,156.77","117,540.64","116,156.77","117,272.44"
03/21/2022,"115,306.78","116,359.55","115,207.78","116,154.53"
03/18/2022,"113,076.33","115,310.91","112,474.76","115,310.91"
03/17/2022,"111,112.58","113,087.75","111,070.36","113,076.33"
03/16/2022,"108,957.59","111,183.45","108,957.59","111,112.43"
03/15/2022,"109,924.54","109,924.54","107,780.86","108,959.30"
03/14/2022,"111,715.79","112,298.93","109,716.65","109,927.62"
03/11/2022,"113,663.92","114,627.23","111,331.84","111,713.07"
03/10/2022,"113,900.34","113,939.00","111,888.81","113,663.13"
03/09/2022,"111,209.75","114,051.39","111,207.23","113,900.34"
03/08/2022,"111,594.10","112,389.86","110,969.26","111,203.45"
03/07/2022,"114,468.77","114,529.28","111,139.62","111,593.46"
03/04/2022,"115,165.55","115,165.55","113,389.43","114,473.78"
03/03/2022,"115,173.43","115,947.68","115,009.70","115,165.55"
03/02/2022,"113,143.06","115,428.90","113,143.06","115,173.61"
02/25/2022,"111,590.72","113,141.94","110,673.29","113,141.94"
02/24/2022,"112,001.04","112,001.04","109,125.24","111,591.87"
02/23/2022,"112,891.80","113,721.38","111,748.11","112,007.61"
02/22/2022,"111,727.17","113,314.97","111,727.17","112,891.80"
02/21/2022,"112,880.28","113,404.77","111,607.59","111,725.30"
02/18/2022,"113,533.58","114,213.43","112,701.12","112,879.85"
02/17/2022,"115,180.69","115,214.29","113,389.12","113,528.48"
02/16/2022,"114,829.72","115,734.45","114,815.50","115,180.95"
02/15/2022,"113,905.44","114,828.18","113,882.48","114,828.18"
02/14/2022,"113,643.00","114,167.00","113,358.16","113,899.19"
02/11/2022,"113,367.77","114,899.26","113,128.01","113,572.35"
02/10/2022,"112,462.20","113,812.47","112,163.10","113,367.77"
02/09/2022,"112,232.54","113,163.31","111,710.32","112,461.39"
02/08/2022,"111,995.22","112,251.37","110,943.44","112,234.46"
02/07/2022,"112,247.11","112,516.60","111,489.53","111,996.40"
02/04/2022,"111,695.94","112,415.43","110,320.84","112,244.94"
02/03/2022,"111,897.22","112,502.18","111,224.91","111,695.94"
02/02/2022,"113,228.13","113,665.90","111,645.07","111,894.36"
02/01/2022,"112,143.42","113,302.13","112,134.88","113,228.31"
01/31/2022,"111,910.27","112,678.44","111,194.57","112,143.51"
01/28/2022,"112,610.76","112,968.87","111,407.36","111,910.10"
01/27/2022,"111,302.93","113,057.03","111,302.93","112,611.65"
01/26/2022,"110,206.50","112,694.60","110,204.45","111,289.18"
01/25/2022,"107,935.21","110,711.10","107,185.38","110,203.77"
01/24/2022,"108,941.15","108,948.16","106,624.28","107,937.11"
01/21/2022,"109,096.87","109,785.76","108,367.73","108,941.68"
01/20/2022,"108,015.27","109,873.35","108,014.50","109,101.99"
01/19/2022,"106,669.97","108,601.77","106,668.94","108,013.47"
01/18/2022,"106,369.27","107,012.60","105,786.09","106,667.66"
01/17/2022,"106,926.84","106,927.76","106,096.76","106,373.87"
01/14/2022,"105,530.43","107,061.73","105,028.27","106,927.79"
01/13/2022,"105,686.39","106,250.94","104,974.25","105,529.50"
01/12/2022,"103,778.98","105,869.32","103,771.37","105,685.66"
01/11/2022,"101,946.05","103,780.45","101,918.40","103,778.98"
01/10/2022,"102,719.00","102,719.00","101,037.81","101,945.20"
01/07/2022,"101,561.05","102,719.47","101,103.98","102,719.47"
01/06/2022,"101,005.80","102,234.71","100,999.85","101,561.05"
01/05/2022,"103,513.64","103,513.64","100,849.56","101,005.64"
01/04/2022,"103,921.59","104,276.32","103,096.26","103,513.64"
01/03/2022,"104,823.42","106,125.47","103,413.40","103,921.59"
